step,system_total_stopped,system_total_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
770.0,15,1070.0,0.30003557740986386,3,263.0,5.012293102572365e-06,1,59.0,0.14398076106118063,10,1100.0,0.0,1,26.0,0.0,15,1448.0
775.0,15,1139.0,0.07981864664470778,2,268.0,0.0,2,68.0,0.0,10,1150.0,0.0,1,31.0,0.0,15,1517.0
780.0,11,798.0,0.4104831639178069,2,278.0,0.0,2,78.0,0.0,6,779.0,0.005238937276745371,1,36.0,0.0,11,1171.0
785.0,5,421.0,1.7932105738469641,1,217.0,0.0,2,88.0,0.0,1,579.0,0.08013485138055772,1,41.0,0.0,5,925.0
790.0,8,455.0,2.500936401265405,1,222.0,0.0,2,101.0,0.1482451819550112,4,593.0,0.047759850117057814,1,46.0,0.0,8,962.0
795.0,10,278.0,2.475020211165969,0,0.0,1.0,2,111.0,0.21227067033262093,7,623.0,0.00032936282161891557,1,51.0,0.0,10,785.0
800.0,10,244.0,1.1000148865492805,0,0.0,1.0,2,37.0,0.00044702162345039393,7,658.0,1.6895680873199075e-06,1,56.0,0.0,10,751.0
805.0,10,294.0,0.8819704816366235,0,0.0,1.0,2,47.0,0.0,7,693.0,0.0,1,61.0,0.0,10,801.0
810.0,10,344.0,1.3849231427845856,0,0.0,1.0,2,57.0,0.0,7,731.0,0.05202275463497242,1,66.0,0.0,10,854.0
815.0,10,378.0,0.14134961027713086,0,0.0,1.0,1,47.0,0.0,8,767.0,0.00020523501152262626,1,71.0,0.0,10,885.0
820.0,10,428.0,0.3984628106636757,0,0.0,1.0,1,52.0,0.0,8,807.0,0.0,1,76.0,0.0,10,935.0
825.0,9,424.0,0.8924031456001104,0,3.0,0.2770364809788017,0,0.0,1.0,8,847.0,0.0,1,81.0,0.0,9,931.0
830.0,9,469.0,1.2439098894259435,0,3.0,0.329260838791973,0,0.0,1.0,8,890.0,0.02632381728845525,1,86.0,0.0,9,979.0
835.0,10,518.0,1.1172722814665457,1,7.0,0.2120066882203565,0,0.0,1.0,8,930.0,0.04472847434792088,1,91.0,0.0,10,1028.0
840.0,9,472.0,0.7809948444048386,1,12.0,0.10132239283384832,0,0.0,1.0,8,970.0,0.03431711777399915,0,0.0,0.0410854053880219,9,982.0
845.0,11,526.0,1.0103465363405848,2,21.0,1.810064346865615e-05,0,0.0,1.0,9,1015.0,0.03831310262182871,0,0.0,0.25716780807165973,11,1036.0
850.0,11,581.0,1.6548057172114827,2,31.0,0.0,0,0.0,1.0,9,1063.0,0.08985085851882238,0,0.0,0.46127595967471785,11,1094.0
